,Author ID,Position,Country,Continent,Author name,Organization,Code,Region,Income group
19190,56388459500,Co-author,USA,North America,Barakat S.,UCSF Health and Human Rights Initiative,USA,North America,High income
19191,56388480400,First Author,USA,North America,Nilsen K.,"Department of Family and Community Medicine, University of Kansas School of Medicine",USA,North America,High income
19192,56388649700,First Author,CHE,Europe,Olu O.,World Health Organization,CHE,Europe & Central Asia,High income
19193,56389064300,Co-author,CHN,Asia,Qin Y.,"Department of Orthopedics, Shanghai Sixth People’s Hospital, Shanghai Jiao Tong University",CHN,East Asia & Pacific,Upper middle income
19194,56389195000,Co-author,DNK,Europe,Andersen K.S.,"Department of Obstetrics, Juliane Marie Centre for Children, Women and Reproduction, University of Copenhagen",DNK,Europe & Central Asia,High income
19195,56389273600,First Author,GBR,Europe,Curtis S.,"Medical Education, Faculty of Medicine, University of Southampton",GBR,Europe & Central Asia,High income
19196,56389443600,First Author,NZL,Oceania,Flood B.,"Faculty of Health and Environmental Sciences, Auckland University of Technology",NZL,East Asia & Pacific,High income
19197,56389480500,First Author,AUS,Oceania,Isaac V.,"College of Medicine and Public Health, Rural and Remote Health SA, Flinders University",AUS,East Asia & Pacific,High income
19198,56389552500,First Author,IRN,Asia,Soltanimehr E.,"Department of Pediatric Dentistry, School of Dentistry, Kermanshah University of Medical Sciences, Kermanshah University of Medical Sciences, KUMS",IRN,Middle East & North Africa,Upper middle income
19199,56389577500,Co-author,IRN,Asia,Ramezani-Aliakbari F.,"Department of Physiology, Hamadan University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19200,56389581000,First Author,USA,North America,Chiel L.,"Division of Pulmonary Medicine, Department of Pediatrics, Boston Children's Hospital, Harvard Medical School",USA,North America,High income
19201,56390364100,Co-author,JPN,Asia,Yoshida M.,"Medical Education, International University of Health and Welfare",JPN,East Asia & Pacific,High income
19202,56390750000,Co-author,USA,North America,Williams G.A.,"Department of Radiology, Washington University School of Medicine",USA,North America,High income
19203,56392434800,Co-author,JPN,Asia,Sato E.,"Department of General Medicine, Chiba University Hospital",JPN,East Asia & Pacific,High income
19204,56392485400,Co-author,JPN,Asia,Hirota Y.,"Department of General Medicine, Chiba University Hospital, Department of Diabetes, Endocrinology and Metabolism, Tokyo Medical University Hachioji Medical Center",JPN,East Asia & Pacific,High income
19205,56392571300,Co-author,MYS,Asia,Low B.Y.,"School of Pharmacy, Faculty of Science, University of Nottingham",MYS,East Asia & Pacific,Upper middle income
19206,56392610100,Co-author,DEU,Europe,Arndt C.,"Department of Diagnostic and Interventional Radiology, Friedrich-Schiller-University Jena, Jena University Hospital",DEU,Europe & Central Asia,High income
19207,56392873500,First Author,GHA,Africa,Amalba A.,"Department of Health Professions Education and Innovative Learning, School of Medicine and Health Sciences, SMHS, University for Development Studies, UDS, P. O. Box",GHA,Sub-Saharan Africa,Lower middle income
19208,56393021600,Co-author,FRA,Europe,Mener É.,"Department of General Practice, University of Rennes, INSERM, University of Rennes, CIC 1414",FRA,Europe & Central Asia,High income
19209,56393512600,First Author,USA,North America,Johnson S.B.,Association of American Medical Colleges,USA,North America,High income
19210,56393610600,Co-author,CHN,Asia,Zeng J.,"Educational Department of Internal Medicine, West China School of Medicine, Sichuan University, Department of Cardiology, West China Hospital, Sichuan University",CHN,East Asia & Pacific,Upper middle income
19211,56393873300,Co-author,AUT,Europe,Yanagida T.,University of Veterinary Medicine Vienna,AUT,Europe & Central Asia,High income
19212,56393903300,Co-author,USA,North America,Ford P.,"Group Health Family Medicine Residency, Department of Family Medicine, University of Washington School of Medicine",USA,North America,High income
19213,56393905900,First Author,AUS,Oceania,McCormack J.,"School of Health Sciences, Social Work, Griffith University",AUS,East Asia & Pacific,High income
19214,56394365500,Co-author,USA,North America,Popiel D.K.,"George Washington University, School of Medicine and Health Sciences",USA,North America,High income
19215,56394492600,Co-author,ESP,Europe,Ciudad-Cabañas M.J.,"Department of Medicine, Complutense University",ESP,Europe & Central Asia,High income
19216,56394502800,First Author,NLD,Europe,Driever E.M.,"Department of Innovation and Research, Isala Hospital, Dokter van Heesweg 2, Lifelong Learning Education and Assessment Research Network, LEARN, University Medical Centre",NLD,Europe & Central Asia,High income
19217,56394635900,First Author,SGP,Asia,Ashokka B.,"Department of Anaesthesia, National University Health System, Centre for Medical Education, CenMED, National University of Singapore",SGP,East Asia & Pacific,High income
19218,56394865000,Co-author,USA,North America,Hsu C.H.,"Department of Emergency Medicine, Michigan Center for Integrative Research, Critical Care, University of Michigan Medical School",USA,North America,High income
19219,56394883500,First Author,USA,North America,Smith K.E.,"Department of Psychology, University of Chicago",USA,North America,High income
19220,56395063300,Co-author,AUS,Oceania,Mossman K.,"Sydney Medical School - Northern, University of Sydney",AUS,East Asia & Pacific,High income
19221,56395381800,First Author,CAN,North America,Sidalak D.,McMaster University,CAN,North America,High income
19222,56395437300,Co-author,GBR,Europe,Bion V.,"Department of Anaesthesia, Guy’s, St Thomas’ NHS Foundation Trust",GBR,Europe & Central Asia,High income
19223,56395675500,Co-author,CHN,Asia,Wang S.,"Center for Nephrology and Clinical Metabolomics and Division of Nephrology and Rheumatology, Shanghai Tenth People’s Hospital, Tongji University School of Medicine",CHN,East Asia & Pacific,Upper middle income
19224,56395742100,Co-author,KOR,Asia,Kim E.,"Research Institute of Pharmaceutical Sciences, College of Pharmacy, Chung-Ang University, Data Science, Evidence-Based and Clinical Research Laboratory, Department of Health, Social, Clinical Pharmacy, College of Pharmacy, Chung-Ang University, 84 Heukseok-ro, Division of Licensing of Medicines and Regulatory Science, The Graduate School of Pharmaceutical Management, Regulatory Science Policy, The Graduate School of Pharmaceutical Regulatory Sciences, Chung-Ang University",KOR,East Asia & Pacific,High income
19225,56395857900,First Author,USA,North America,Martin G.C.,"Swedish Cherry Hill Family Medicine Residency Program, 550 16th Ave.",USA,North America,High income
19226,56396096600,Co-author,NZL,Oceania,Wells C.,"School of Medicine, Faculty of Medical and Health Sciences, The University of Auckland",NZL,East Asia & Pacific,High income
19227,56396282100,Co-author,PRT,Europe,Afonso A.,"School of Sciences and Technology, Department of Mathematics, University of Évora, Research Center for Mathematics and Applications, CIMA",PRT,Europe & Central Asia,High income
19228,56396335400,Co-author,USA,North America,Armour C.,"Skaggs School of Pharmacy and Pharmaceutical Sciences, University of California, Division of Biological Sciences, University of California",USA,North America,High income
19229,56396931100,Co-author,CHE,Europe,Montagne S.,"Department of Assessment and Evaluation, Institute of Medical Education, University of Bern",CHE,Europe & Central Asia,High income
19230,56397112900,Co-author,NGA,Africa,Nwangwu E.C.,"Department of Computer and Robotics Education, University of Nigeria",NGA,Sub-Saharan Africa,Lower middle income
19231,56397237300,Co-author,BEL,Europe,Milisen K.,"Department of Public Health, Primary Care, Academic Centre for Nursing and Midwifery, KU Leuven, Department of Geriatrics, University Hospitals",BEL,Europe & Central Asia,High income
19232,56397555400,Co-author,USA,North America,Nguyen C.,"Division of Primary Care and Population Health, Department of Medicine, Stanford University School of Medicine",USA,North America,High income
19233,56397613200,Co-author,USA,North America,Foster P.S.,"Academic Affairs, University of Mississippi Medical Center, 2500 N. State St",USA,North America,High income
19234,56397705800,Co-author,CHN,Asia,Meng T.,"Department of Orthopedics, School of Medicine, Shanghai General Hospital, Shanghai Jiaotong University",CHN,East Asia & Pacific,Upper middle income
19235,56397743100,Co-author,GBR,Europe,Cunningham K.B.,"School of Medicine, University of St Andrews",GBR,Europe & Central Asia,High income
19236,56397807800,Co-author,USA,North America,Sexton P.,"Family Medicine Department, AT Still University, Kirksville College of Osteopathic Medicine",USA,North America,High income
19237,56397830000,Co-author,AUS,Oceania,Strasser S.,Flinders University,AUS,East Asia & Pacific,High income
19238,56397880700,First Author,ZAF,Africa,Chetty S.,"School of Health Sciences, Westville Campus",ZAF,Sub-Saharan Africa,Upper middle income
19239,56397900900,Co-author,USA,North America,Wooten D.,"School of Medicine, University of California",USA,North America,High income
19240,56398381600,Co-author,CAN,North America,Park Lala A.,"School of Occupational Therapy, Western University",CAN,North America,High income
19241,56398532500,Co-author,CAN,North America,Mom V.,Brock University,CAN,North America,High income
19242,56398557600,Co-author,SWE,Europe,Veje M.,"Institute of Biomedicine, Department of Infectious Diseases, University of Gothenburg, Department of Infectious Diseases, Sahlgrenska University Hospital",SWE,Europe & Central Asia,High income
19243,56399356600,Co-author,TZA,Africa,Anaeli A.,"Department of Development Studies, Muhimbili University of Health and Allied Sciences, P.O. Box 65454",TZA,Sub-Saharan Africa,Lower middle income
19244,56399684300,Co-author,SWE,Europe,Kumar A.,"Oral Rehabilitation, Department of Dental Medicine, Karolinska Institutet, Box 4064, Alfred Nobels Allé 8, Academic Center for Geriatric Dentistry",SWE,Europe & Central Asia,High income
19245,56399690100,Co-author,KOR,Asia,Kang J.,"Department of Biomedical Sciences, Korea University College of Medicine",KOR,East Asia & Pacific,High income
19246,56399854500,First Author,USA,North America,Turner J.,"Department of Emergency Medicine, Indiana University",USA,North America,High income
19247,56399924100,Co-author,USA,North America,Cox J.,"Primary Care and Population Health, Stanford University School of Medicine, Rutgers New Jersey Medical School, Office of Primary Care and Community Initiatives",USA,North America,High income
19248,56400438900,Co-author,MYS,Asia,Jaafar M.H.,"Department of General Practice, Perdana University",MYS,East Asia & Pacific,Upper middle income
19249,56400499100,First Author,PAK,Asia,Bakhshi S.K.,"Department of Surgery, Aga Khan University",PAK,South Asia,Lower middle income
19250,56400683100,Co-author,USA,North America,Paquin A.,"School of Medicine, Oregon Health & Science University",USA,North America,High income
19251,56400706200,Co-author,CHN,Asia,Wang H.,"Department of Pathophysiology, School of Medicine, Jinan University",CHN,East Asia & Pacific,Upper middle income
19252,56400895300,Co-author,USA,North America,Esquibel A.Y.,"Department of Family Medicine, Mayo Clinic Health System Franciscan Healthcare",USA,North America,High income
19253,56401030900,Co-author,IRN,Asia,Pouragha B.,"Department of Healthcare Services Management, School of Health, Alborz University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19254,56401138200,Co-author,IRN,Asia,Mirhosseini F.,"Anesthesia Department, Trauma Research Center & School of Allied Medical Sciences, Kashan University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19255,56401810400,Co-author,ESP,Europe,Martiañez N.L.,Faculty of Biomedical and Health Sciences,ESP,Europe & Central Asia,High income
19256,56401926500,Co-author,NLD,Europe,Meeuwis S.H.,"Medical and Neuropsychology Unit, Institute of Psychology, Leiden University, Center for Interdisciplinary Placebo Studies, IPS",NLD,Europe & Central Asia,High income
19257,56401936300,First Author,DEU,Europe,Keis O.,"the Dean of Studies, Medical Faculty, Ulm University",DEU,Europe & Central Asia,High income
19258,56402082500,First Author,USA,North America,Han J.,"Division of Cardiovascular Surgery, Department of Surgery, Perelman School of Medicine",USA,North America,High income
19259,56402109500,Co-author,CHN,Asia,Zhang R.,"National Demonstration Center for Experimental Basic Medical Education, Nanjing Medical University",CHN,East Asia & Pacific,Upper middle income
19260,56402652200,Co-author,USA,North America,Mckenna M.P.,"Indiana University, School of Medicine",USA,North America,High income
19261,56402754300,First Author,USA,North America,Kuang S.Y.,"Department of Foundational Medical Studies, Oakland University, William Beaumont School of Medicine",USA,North America,High income
19262,56402894200,Co-author,IRN,Asia,Nasiri M.,"Department of Anesthesia, School of Allied Medical Sciences, Tehran University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19263,56403099600,First Author,PAK,Asia,Talat N.,"Department of Paediatric Surgery, University of Child Health Sciences",PAK,South Asia,Lower middle income
19264,56403178600,First Author,USA,North America,Vermette D.,"General Internal Medicine, Department of Internal Medicine, Section of Pediatric Hospital Medicine, Department of Pediatrics, Yale School of Medicine",USA,North America,High income
19265,56403252600,First Author,ESP,Europe,Rossettini G.,"School of Physiotherapy, University of Verona, Department of Physiotherapy, Faculty of Sport Sciences, Universidad Europea de Madrid",ESP,Europe & Central Asia,High income
19266,56403295800,Co-author,USA,North America,Vander Schaaf E.B.,"General Pediatrics and Adolescent Medicine, UNC School of Medicine",USA,North America,High income
19267,56403369800,Co-author,ITA,Europe,Geri T.,,ITA,Europe & Central Asia,High income
19268,56403951900,Co-author,CHN,Asia,Xie B.,"School of Management, Wuhan University of Technology",CHN,East Asia & Pacific,Upper middle income
19269,56404684300,Co-author,SAU,Asia,Shabkah A.A.,"Department of Surgery, International Medical Center",SAU,Middle East & North Africa,High income
19270,56404689800,First Author,USA,North America,Hinderaker K.,"University of Minnesota, St Joseph's Family Medicine Residency Program",USA,North America,High income
19271,56404750200,First Author,CAN,North America,Brown A.,"Department of Medicine, University of Calgary",CAN,North America,High income
19272,56404752100,First Author,USA,North America,Chatterjee A.,"Racial Justice Coalition, Harvard Medical School",USA,North America,High income
19273,56405601500,Co-author,USA,North America,Iacopetti C.L.,"University of California, San Francisco Medical Center",USA,North America,High income
19274,56405735400,Co-author,KOR,Asia,Park J.-H.,Catholic University of Daegu,KOR,East Asia & Pacific,High income
19275,56406182000,Co-author,AUS,Oceania,Barbour L.,"Department of Nutrition, Dietetics & Food, Monash University Australia",AUS,East Asia & Pacific,High income
19276,56406392500,Co-author,USA,North America,Spitzer-Shohat S.,"Department of Population Health, Azrieli Faculty of Medicine, Bar-Ilan University, Center for Health and the Social Sciences, University of Chicago",USA,North America,High income
19277,56406483800,First Author,ISR,Asia,Essa-Hadad J.,"Department of Population Health, Azrieli Faculty of Medicine, Bar Ilan University",ISR,Middle East & North Africa,High income
19278,56406954500,First Author,USA,North America,Feingold J.H.,"Department of Psychiatry, Icahn School of Medicine",USA,North America,High income
19279,56407040000,First Author,USA,North America,Gunasingha R.M.K.D.,"Department of Surgery, Uniformed Services University of Health Sciences, Walter Reed National Military Medical Center",USA,North America,High income
19280,56409555600,Co-author,CAN,North America,Laroche L.,"MultiCultural Business Solutions Inc., ON",CAN,North America,High income
19281,56410120200,Co-author,CHN,Asia,Yang L.,"Hospital of Stomatology, Guanghua School of Stomatology, Guangdong Provincial Key Laboratory of Stomatology, Sun Yat-sen University, Hospital of Stomatology, Guanghua School of Stomatology, Sun Yat-sen University",CHN,East Asia & Pacific,Upper middle income
19282,56410285100,Co-author,PRT,Europe,Silva Á.,"Institute of Biomedical Sciences, University of Porto",PRT,Europe & Central Asia,High income
19283,56410393300,Co-author,USA,North America,Wilkinson M.J.,"General Eye Services, Wilmer Eye Institute, Johns Hopkins School of Medicine, Johns Hopkins Hospital, Wilmer B-29, 600 N. Wolfe St.",USA,North America,High income
19284,56410558700,Co-author,CAN,North America,Constantinescu C.,"Department of Community Health Sciences, Cumming School of Medicine, University of Calgary, AB, Pediatric Infectious Diseases, Department of Pediatrics, Cumming School of Medicine, University of Calgary",CAN,North America,High income
19285,56410579800,Co-author,AUS,Oceania,Hui F.,"Department of Optometry and Vision Sciences, Melbourne School of Health Sciences, University of Melbourne, Centre for Eye Research Australia, Department of Surgery, University of Melbourne, Royal Victorian Eye and Ear Hospital",AUS,East Asia & Pacific,High income
19286,56411330100,Co-author,CHN,Asia,Wang Z.,"Department of Respiration Medicine, Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine",CHN,East Asia & Pacific,Upper middle income
19287,56411870100,Co-author,ESP,Europe,Fuster P.,"Department of Nursing, Faculty of Medicine and Health Sciences, Universitat Internacional de Catalunya",ESP,Europe & Central Asia,High income
19288,56411876400,First Author,USA,North America,Magnan E.,"Department of Family and Community Medicine, University of California",USA,North America,High income
19289,56411987600,Co-author,ZAF,Africa,Enigbokan O.,"Health Economics and HIV and AIDS Research Division, HEARD, University of KwaZulu-Natal",ZAF,Sub-Saharan Africa,Upper middle income
19290,56411994400,Co-author,SAU,Asia,Baqays A.A.,"Department of Medical Education, College of Medicine, King Saud University",SAU,Middle East & North Africa,High income
19291,56412035200,Co-author,USA,North America,Reinertsen E.,"Emory University School of Medicine, Georgia Institute of Technology",USA,North America,High income
19292,56412146000,Co-author,USA,North America,Dreker M.,"Interprofessional Health Sciences Library, Hackensack Meridian School of Medicine, Seton Hall University",USA,North America,High income
19293,56412148300,Co-author,ETH,Africa,Gesesew H.A.,"College of Medicine and Public Health, Flinders University, Research Centre for Public Health, Equity, Human Flourishing, Torrens University Australia, School of Public Health, College of Health Sciences, Mekelle University",ETH,Sub-Saharan Africa,Low income
19294,56412188400,Co-author,USA,North America,Coffey M.,"Department of Paediatrics, University of Toronto",USA,North America,High income
19295,56412298300,Co-author,KOR,Asia,Kim G.,"College of Pharmacy, Chonnam National University",KOR,East Asia & Pacific,High income
19296,56412423500,Co-author,AUS,Oceania,Fry J.,Charles Sturt University,AUS,East Asia & Pacific,High income
19297,56412915600,Co-author,GBR,Europe,Courtenay A.,"School of Pharmacy and Pharmaceutical Sciences, Ulster University",GBR,Europe & Central Asia,High income
19298,56413726400,Co-author,CHN,Asia,Peng Z.,"Department of Urology and Institutes for Systems Genetics, Frontiers Science Center for Disease-related Molecular Network, West China Hospital, Sichuan University",CHN,East Asia & Pacific,Upper middle income
19299,56414047100,First Author,CAN,North America,Sun N.-Z.,"Department of Medicine, Centre for Medical Education, McGill University, 1001 Boulevard Decarie",CAN,North America,High income
19300,56414246700,Co-author,USA,North America,Park L.S.,"Department of Medicine, University of Wisconsin School of Medicine and Public Health",USA,North America,High income
19301,56414365500,Co-author,USA,North America,Rush C.,"Division of Cancer Prevention and Control, Lombardi Comprehensive Cancer Center, Georgetown University Medical Center",USA,North America,High income
19302,56414550600,Co-author,DEU,Europe,Zöllner C.,"Department of Anaesthesiology, University Medical Centre Hamburg-Eppendorf",DEU,Europe & Central Asia,High income
19303,56414734600,Co-author,SGP,Asia,Somasundaram N.,"Division of Cancer Education, National Cancer Centre Singapore, 30 Hospital Boulevard, Duke-NUS Medical School, National University of Singapore, 8 College Road, Division of Medical Oncology, National Cancer Centre Singapore",SGP,East Asia & Pacific,High income
19304,56414902600,Co-author,PSX,Asia,Khasawneh W.,"Department of Pediatrics and Neonatology Faculty of medicine, Jordan University of Science and Technology",PSX,Middle East & North Africa,Lower middle income
19305,56414945100,First Author,AUS,Oceania,Alele F.,"School of Health, University of the Sunshine Coast",AUS,East Asia & Pacific,High income
19306,56416061200,First Author,FRA,Europe,Guillou P.,"Departement of General Practice, Medicine Campus, University of Strasbourg",FRA,Europe & Central Asia,High income
19307,56416261400,First Author,USA,North America,Runyon C.R.,National Board of Medical Examiners,USA,North America,High income
19308,56416280300,First Author,USA,North America,Alpern J.D.,"Department of Infectious Disease, University of Minnesota, 800 North 3rd St.",USA,North America,High income
19309,56416377300,Co-author,CMR,Africa,Nganou-Gnindjio C.,"Biomedical Sciences, University of Yaoundé I",CMR,Sub-Saharan Africa,Lower middle income
19310,56416459500,Co-author,THA,Asia,Chindaprasirt J.,"Division of Oncology Medicine, Department of Internal Medicine, Faculty of Medicine, Khon Kaen University",THA,East Asia & Pacific,Upper middle income
19311,56416510100,Co-author,CHE,Europe,Kobleder A.,"Department of Health, Eastern Switzerland University of Applied Sciences",CHE,Europe & Central Asia,High income
19312,56417057700,First Author,USA,North America,Fang M.,"Department of Internal Medicine, Carver College of Medicine, University of Iowa, Department of Internal Medicine, Perelman School of Medicine, University of Pennsylvania, Section of Hospital Medicine, Hospital of the University of Pennsylvania, Department of Medicine, Section of Hospital Medicine, Maloney Building",USA,North America,High income
19313,56417128500,First Author,CAN,North America,Lam P.W.,"Department of Medicine, University of Toronto, Division of Infectious Diseases, Sunnybrook Health Sciences Centre",CAN,North America,High income
19314,56417134500,First Author,CHN,Asia,Deng G.,"School of Management, Hefei University of Technology",CHN,East Asia & Pacific,Upper middle income
19315,56417257800,Co-author,GBR,Europe,Lopes S.,"Department of Health Sciences, Faculty of Science, University of York",GBR,Europe & Central Asia,High income
19316,56417719500,First Author,AUS,Oceania,Prideaux D.,"Flinders University, Prideaux Centre for Research in Health Professions Education",AUS,East Asia & Pacific,High income
19317,56418363300,Co-author,IRN,Asia,Haghani F.,"Department of Medical Education, Medical Education Research Center, Isfahan University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19318,56418372100,Co-author,NGA,Africa,Onubogu C.U.,"Department of Paediatrics, Nnamdi Azikiwe University",NGA,Sub-Saharan Africa,Lower middle income
19319,56418735100,First Author,GBR,Europe,Tomlinson O.W.,"Department of Clinical and Biomedical Science, Faculty of Health and Life Science, University of Exeter Medical School, University of Exeter",GBR,Europe & Central Asia,High income
19320,56418742600,Co-author,ESP,Europe,Coronel D.,"Centro Nacional para la Salud de la Infancia y la Adolescencia, Science and Technology Program for Development, CYTED, Spanish Agency for International Cooperation, AECI",ESP,Europe & Central Asia,High income
19321,56419383300,Co-author,DEU,Europe,Meng M.,"Faculty of Medicine, Institute for Nursing Science, University of Freiburg",DEU,Europe & Central Asia,High income
19322,56419501600,First Author,TWN,Asia,Tsao Y.-P.,"Division of Allergy, Department of Medicine, Taipei Veterans General Hospital, Institute of Clinical Medicine, National Yang Ming Chiao Tung University College of Medicine, Center for Evidence-based Medicine, Taipei Veterans General Hospital",TWN,East Asia & Pacific,High income
19323,56419951100,Co-author,DEU,Europe,Lühnen J.,"Institute for Health and Nursing Science, Medical Faculty, Martin Luther University Halle-Wittenberg",DEU,Europe & Central Asia,High income
19324,56421217600,Co-author,USA,North America,Wood A.,"Faculty Development Programs, Office of Faculty Affairs, Vanderbilt University School of Medicine",USA,North America,High income
19325,56421357100,Co-author,GBR,Europe,Montgomery J.,Sussex Medical School,GBR,Europe & Central Asia,High income
19326,56421507800,Co-author,USA,North America,Che X.,"Armstrong Institute for Patient Safety and Quality, Johns Hopkins Medicine, Department of Anesthesiology and Critical Care Medicine, Johns Hopkins University School of Medicine",USA,North America,High income
19327,56421751700,Co-author,SAU,Asia,Ozdemir B.,"Department of Mathematics and Sciences, Prince Sultan University",SAU,Middle East & North Africa,High income
19328,56421777600,Co-author,IND,Asia,Lakhani A.,"Department of Orthopedics, B.R. Ambedkar State Institute of Medical Sciences",IND,South Asia,Lower middle income
19329,56421801200,Co-author,AUS,Oceania,Celentano A.,"Melbourne Dental School, University of Melbourne",AUS,East Asia & Pacific,High income
19330,56422160700,Co-author,USA,North America,Vilceanu M.O.,"Department of Public Relations and Advertising, Rowan University",USA,North America,High income
19331,56422256000,Co-author,EGY,Africa,Aboshady O.A.,"Clinical Pharmacology Department, Faculty of Medicine, Menoufia University",EGY,Middle East & North Africa,Lower middle income
19332,56422272100,Co-author,IRN,Asia,Gazerani A.,"Student Research Committee, School of Nursing and Midwifery, Mashhad University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19333,56422436700,First Author,NOR,Europe,Strandell-Laine C.,"Department of Nursing Science, University of Turku, Novia University of Applied Sciences, Lovisenberg Diaconal University College",NOR,Europe & Central Asia,High income
19334,56422875700,Co-author,USA,North America,Brown S.D.,"Division of Research, Kaiser Permanente",USA,North America,High income
19335,56423373300,Co-author,AUS,Oceania,Kalman E.,"Educational Innovation Team, DVC, E) Portfolio, University of Sydney",AUS,East Asia & Pacific,High income
19336,56423695300,Co-author,SAU,Asia,Badahdah A.-M.,"Department of Family and Community Medicine, Faculty of Medicine, King Abdulaziz University",SAU,Middle East & North Africa,High income
19337,56423793600,Co-author,SAU,Asia,Matbouly G.,"Department of Medical Education, College of Medicine, Majmaah University",SAU,Middle East & North Africa,High income
19338,56423883400,Co-author,IND,Asia,Srivastava T.,"Faculty Development Committee, Association for Medical Education in Europe, AMEE, NMC Nodal Centre for National Faculty Development, Jawaharlal Nehru Medical College, Department of Physiology, Jawaharlal Nehru Medical College, Datta Meghe Institute of Medical Sciences",IND,South Asia,Lower middle income
19339,56424937000,First Author,AUS,Oceania,Pervaz Iqbal M.,"School of Public Health and Community Medicine, Unsw Medicine",AUS,East Asia & Pacific,High income
19340,56425420100,First Author,GBR,Europe,Newton K.,"Department of Undergraduate Medical Education, Lancashire Teaching Hospitals NHS Foundation Trust",GBR,Europe & Central Asia,High income
19341,56425547000,Co-author,GBR,Europe,Pugh M.,"Department of Undergraduate Medical Education, Lancashire Teaching Hospitals NHS Foundation Trust",GBR,Europe & Central Asia,High income
19342,56425723100,Co-author,USA,North America,Clifton M.M.,"Pelvic Medicine, Urology Residency Program, The James Buchanan Brady Urological Institute, Johns Hopkins University School of Medicine",USA,North America,High income
19343,56425840200,Co-author,USA,North America,Fairchild P.C.,University of Chicago Pritzker School of Medicine,USA,North America,High income
19344,56426298600,Co-author,IRN,Asia,Yadollahpour M.H.,"Health Research Institute, Babol University of Medical Sciences",IRN,Middle East & North Africa,Upper middle income
19345,56426464000,First Author,USA,North America,Ghosh-Choudhary S.,"Medical Scientist Training Program, University of Pittsburgh, School of Medicine",USA,North America,High income
19346,56426504500,Co-author,SVN,Europe,Sobočan M.,"Centre for Medical Education, Faculty of Medicine, University of Maribor, Division of Gynecology and Perinatology, University Medical Centre Maribor",SVN,Europe & Central Asia,High income
19347,56426922300,Co-author,CHE,Europe,Staffoni L.,"Haute Ecole de Santé Vaud, HESAV, School of Health Sciences, HES-SO, University of Applied Sciences",CHE,Europe & Central Asia,High income
19348,56426937700,Co-author,SAU,Asia,Halawa T.F.,"Department of Paediatrics, Faculty of Medicine, King Abdulaziz University",SAU,Middle East & North Africa,High income
19349,56427171000,Co-author,CHN,Asia,Zhang W.,"the ministry of Education, School & Hospital of Stomatology, Wuhan University",CHN,East Asia & Pacific,Upper middle income
19350,56427241400,Co-author,CHN,Asia,Shen J.,"Department of General Surgery, Run Run Shaw Hospital, Zhejiang University School of Medicine",CHN,East Asia & Pacific,Upper middle income
19351,56427486800,First Author,CAN,North America,Griffiths J.,"Department of Family Medicine, Queen's University",CAN,North America,High income
19352,56427525800,Co-author,DEU,Europe,Miyake M.,"School of Medicine and Health, Department of Diagnostic and Interventional Radiology, Klinikum rechts der Isar, TUM University Hospital, Technical University",DEU,Europe & Central Asia,High income
19353,56427644100,First Author,USA,North America,Conrad S.,"Department of Advancing Holistic Review, Office of Academic Affairs, Association of American Medical Colleges",USA,North America,High income
19354,56427715900,Co-author,GBR,Europe,Maden M.,"Faculty of Health Social Care & Medicine, Edge Hill University",GBR,Europe & Central Asia,High income
19355,56427745700,Co-author,LBN,Asia,Haidar M.,"School of Medicine, Social Medicine, Global Health Program, Lebanese American University",LBN,Middle East & North Africa,Lower middle income
19356,56427759700,First Author,CAN,North America,McEwen L.,"Department of Pediatrics, Postgraduate Medical Education, Queen's University",CAN,North America,High income
19357,56427859300,Co-author,USA,North America,Pain K.J.,"Samuel J. Wood Library & C.V. Starr Biomedical Information Center, Weill Cornell Medicine",USA,North America,High income
19358,56428024400,First Author,USA,North America,Poitevien P.,"The Warren Alpert Medical School, Brown University",USA,North America,High income
19359,56428590600,First Author,USA,North America,Bennett N.L.,"Perelman School of Medicine, University of Pennsylvania",USA,North America,High income
19360,56428713700,Co-author,USA,North America,Heaton K.,"Department of Medicine, Massachusetts General Hospital, Harvard Medical School",USA,North America,High income
19361,56428724300,First Author,DEU,Europe,Knorr M.,"Department of Biochemistry and Molecular Cell Biology, University Medical Center",DEU,Europe & Central Asia,High income
19362,56428756900,First Author,USA,North America,Siebert A.,"Department of Urology, Northwestern University",USA,North America,High income
19363,56428828400,First Author,GBR,Europe,Jayakumar N.,Homerton University Hospital NHS Foundation Trust,GBR,Europe & Central Asia,High income
19364,56429550200,First Author,NLD,Europe,Schripsema N.R.,"Center for Education Development and Research in Health Professions, CEDAR, Institute for Medical Education, University of Groningen, University Medical Center Groningen, Ant. Deusinglaan 1",NLD,Europe & Central Asia,High income
19365,56429587400,Co-author,CAN,North America,Lip A.,"Division of Respirology, Department of Medicine, University of Calgary",CAN,North America,High income
19366,56430022600,Co-author,CHN,Asia,Wang M.,"Department of Neurology, The Second Hospital & Clinical Medical School, Lanzhou University",CHN,East Asia & Pacific,Upper middle income
