"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Patterson D.; Resko S.","Patterson, Debra (12771786600); Resko, Stella (26423927800)","12771786600; 26423927800","Predictors of Attrition for a Sexual Assault Forensic Examiner (SAFE) Blended Learning Training Program","2015","Journal of Continuing Education in the Health Professions","35","2","","99","108","9","7","10.1002/chp.21277","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932090852&doi=10.1002%2fchp.21277&partnerID=40&md5=c7a935ae6c90676484d878dd2903cafc","Wayne State University, United States","Patterson D., Wayne State University, United States; Resko S., Wayne State University, United States","Introduction: Participant attrition is a major concern for online continuing education health care courses. The current study sought to understand what factors predicted health care professionals completing the online component of a sexual assault forensic examiner (SAFE) blended learning training program (12-week online course and 2-day in-person clinical skills workshop). Methods: The study used a Web-based survey to examine participant characteristics, motivation, and external barriers that may influence training completion. Hierarchical logistic regression was utilized to examine the predictors of training completion, while the Cox proportional hazards (Cox PH) regression model helped determine the factors associated with the timing of participant attrition. Results: Results show that 79.3% of the enrolled professionals completed the online component. The study also found that clinicians who work in rural communities and those who were interested in a 2-day clinical skills workshop were more likely to complete the online course. In terms of when attrition occurred, we found that participants who were motivated by the 2-day clinical workshop, those who worked in a rural community, and participants interested in the training program because of its online nature were more likely to complete more of the online course. Discussion: Blending an online course with a brief in-person clinical component may serve as a motivator for completing an online course because it provides the opportunity to develop clinical skills while receiving immediate feedback. Participant attrition appears to be less of a concern for rural clinicians because this modality can reduce their barriers to accessing continuing education. © 2015 The Alliance for Continuing Education in the Health Professions, the Society for Academic Continuing Medical Education, and the Council on Continuing Medical Education, Association for Hospital Medical Education.","Article","Final","","Scopus","2-s2.0-84932090852"
"Stevenson R.; Olson C.A.","Stevenson, Robin (56861720900); Olson, Curtis A. (7202811939)","56861720900; 7202811939","Collaboration Between JECME and JCEHP: Providing New Opportunities for CME Researchers and Practitioners","2015","Journal of Continuing Education in the Health Professions","35","3","","157","157","0","0","10.1002/chp.21297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942018730&doi=10.1002%2fchp.21297&partnerID=40&md5=06aaec58829ce3a106f0253dca43ebb6","Geisel School of Medicine at Dartmouth, Hanover, NH, United States","Stevenson R.; Olson C.A., Geisel School of Medicine at Dartmouth, Hanover, NH, United States","[No abstract available]","Editorial","Final","","Scopus","2-s2.0-84942018730"
"Shah N.H.; Anspacher M.; Davis A.; Bhansali P.","Shah, Neha H. (57188846956); Anspacher, Melanie (52363254200); Davis, Aisha (56319205600); Bhansali, Priti (12793827800)","57188846956; 52363254200; 56319205600; 12793827800","Development of a curriculum on the child with medical complexity: Filling a gap when few practice guidelines exist","2015","Journal of Continuing Education in the Health Professions","35","4","","278","283","5","5","10.1097/CEH.0000000000000001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976407632&doi=10.1097%2fCEH.0000000000000001&partnerID=40&md5=a75f70ac636cc69c69eeb722defea6c9","Division of Hospitalist Medicine, Children’s National Medical Center, George Washington University School of Medicine, Washington, DC, United States","Shah N.H., Division of Hospitalist Medicine, Children’s National Medical Center, George Washington University School of Medicine, Washington, DC, United States; Anspacher M., Division of Hospitalist Medicine, Children’s National Medical Center, George Washington University School of Medicine, Washington, DC, United States; Davis A., Division of Hospitalist Medicine, Children’s National Medical Center, George Washington University School of Medicine, Washington, DC, United States; Bhansali P., Division of Hospitalist Medicine, Children’s National Medical Center, George Washington University School of Medicine, Washington, DC, United States","Background: Pediatric hospitalists are increasingly involved in the clinical management of children with medical complexity (CMC), specifically those with neurologic impairment and technology dependence. Clinical care guidelines and educational resources on management of the diseases and devices prevalent in CMC are scarce. The objective of this study was to develop and evaluate a web-based curriculum on care of CMC for hospitalists at our institution using a novel approach to validate educational content. Methods: Junior faculty collaborated with senior hospitalist peer mentors to create multimedia learning modules on highlydesired topics as determined by needs assessment. Module authors were encouraged to work with subspecialty experts from within the institution and to submit their modules for external peer review. Pilot study participants were asked to complete all modules, associated knowledge tests, and evaluations over a 4-month period. Results: Sixteen of 33 eligible hospitalists completed the curriculum and associated assessments. High scores with respect to satisfaction were seen across all modules. There was a significant increase in posttest knowledge scores (P < 0.001) with sustained retention at 6 months posttest (P < 0.013). Participants were most likely to make changes to their teaching and clinical practice based on participation in this curriculum. Conclusions: We used a novel approach for content development in this curriculum that incorporated consultation with experts and external peer review, resulting in improved knowledge, high satisfaction, and behavior change. Our approach may be a useful method to improve content validity for educational resources on topics that do not have established clinical care guidelines. © 2015 The Alliance for Continuing Education in the Health Professions.","Article","Final","","Scopus","2-s2.0-84976407632"
"Van Hoof T.J.; Grant R.E.; Campbell C.; Colburn L.; Davis D.; Dorman T.; Fischer M.; Horsley T.; Jacobs-Halsey V.; Kane G.; LeBlanc C.; Moore D.E.; Morrow R.; Olson C.A.; Silver I.; Thomas D.C.; Turco M.; Kitto S.","Van Hoof, Thomas J. (6601946372); Grant, Rachel E. (55822652200); Campbell, Craig (59094454000); Colburn, Lois (8552757700); Davis, David (57203596254); Dorman, Todd (26643273100); Fischer, Michael (55740717000); Horsley, Tanya (15131600600); Jacobs-Halsey, Virginia (57194486239); Kane, Gabrielle (8520626300); LeBlanc, Constance (57209460372); Moore, Donald E. (24071360500); Morrow, Robert (7102423774); Olson, Curtis A. (7202811939); Silver, Ivan (7005595083); Thomas, David C. (55727329200); Turco, Mary (55539095300); Kitto, Simon (56435895500)","6601946372; 55822652200; 59094454000; 8552757700; 57203596254; 26643273100; 55740717000; 15131600600; 57194486239; 8520626300; 57209460372; 24071360500; 7102423774; 7202811939; 7005595083; 55727329200; 55539095300; 56435895500","Society for Academic Continuing Medical Education Intervention Guideline Series: Guideline 2, Practice Facilitation","2015","Journal of Continuing Education in the Health Professions","35","","","S55","S59","4","3","10.1097/CEH.0000000000000012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020354882&doi=10.1097%2fCEH.0000000000000012&partnerID=40&md5=648314f306322e42f145e8a7aae87478","University of Connecticut School of Nursing, Storrs, Department of Community Medicine and Health Care, University of Connecticut School of Medicine, Farmington, CT, United States; Faculty of Medicine, University of Toronto, Toronto, ON, Canada; University of Ottawa, Royal College of Physicians and Surgeons of Canada, Ottawa, Canada; Center for Continuing Education, University of Nebraska Medical Center, NB, Omaha, United States; American Medical Colleges, Washington, DC, United States; Johns Hopkins University School of Medicine, Baltimore, MD, United States; National Resource Center for Academic Detailing, Division of Pharmacoepidemiology and Pharmacoeconomics, Brigham and Women’s Hospital, Boston, MA, United States; Harvard Medical School, Boston, MA, United States; Research Unit, Royal College of Physicians and Surgeons of Canada and Adjunct Faculty, Department of Epidemiology and Community Medicine, Faculty of Medicine, University of Ottawa, Ottawa, Canada; Office of Continuing Professional Development, Medical School, University of Minnesota, Minneapolis, MN, United States; Department of Biomedical Informatics, Department of Radiation Oncology, University of Washington, Seattle, WA, United States; Department of Emergency Medicine, Dalhousie University, Halifax, NS, Canada; Office for Continuing Professional Development, Vanderbilt University School of Medicine, Nashville, TN, United States; Department of Family and Social Medicine, Interventional CME, Center for CME, Albert Einstein College of Medicine, Bronx, NY, United States; Department of Medicine, Geisel School of Medicine at Dartmouth, Hanover, NH, United States; Department of Psychiatry, Vice-President Education, Centre for Addiction and Mental Health, Faculty of Medicine, University of Toronto, Toronto, ON, Canada; Icahn School of Medicine at Mount Sinai, New York, NY, United States; Geisel School of Medicine, Center for Continuing Education in the Health Sciences, Continuing Medical Education, Dartmouth-Hitchcock, Hanover, NH, United States; Department of Surgery, Faculty of Medicine, University of Toronto, Toronto, Canada; Wilson Centre, University Health Network, Toronto, ON, Canada","Van Hoof T.J., University of Connecticut School of Nursing, Storrs, Department of Community Medicine and Health Care, University of Connecticut School of Medicine, Farmington, CT, United States; Grant R.E., Faculty of Medicine, University of Toronto, Toronto, ON, Canada; Campbell C., University of Ottawa, Royal College of Physicians and Surgeons of Canada, Ottawa, Canada; Colburn L., Center for Continuing Education, University of Nebraska Medical Center, NB, Omaha, United States; Davis D., American Medical Colleges, Washington, DC, United States; Dorman T., Johns Hopkins University School of Medicine, Baltimore, MD, United States; Fischer M., National Resource Center for Academic Detailing, Division of Pharmacoepidemiology and Pharmacoeconomics, Brigham and Women’s Hospital, Boston, MA, United States, Harvard Medical School, Boston, MA, United States; Horsley T., Research Unit, Royal College of Physicians and Surgeons of Canada and Adjunct Faculty, Department of Epidemiology and Community Medicine, Faculty of Medicine, University of Ottawa, Ottawa, Canada; Jacobs-Halsey V., Office of Continuing Professional Development, Medical School, University of Minnesota, Minneapolis, MN, United States; Kane G., Department of Biomedical Informatics, Department of Radiation Oncology, University of Washington, Seattle, WA, United States; LeBlanc C., Department of Emergency Medicine, Dalhousie University, Halifax, NS, Canada; Moore D.E., Office for Continuing Professional Development, Vanderbilt University School of Medicine, Nashville, TN, United States; Morrow R., Department of Family and Social Medicine, Interventional CME, Center for CME, Albert Einstein College of Medicine, Bronx, NY, United States; Olson C.A., Department of Medicine, Geisel School of Medicine at Dartmouth, Hanover, NH, United States; Silver I., Department of Psychiatry, Vice-President Education, Centre for Addiction and Mental Health, Faculty of Medicine, University of Toronto, Toronto, ON, Canada; Thomas D.C., Icahn School of Medicine at Mount Sinai, New York, NY, United States; Turco M., Geisel School of Medicine, Center for Continuing Education in the Health Sciences, Continuing Medical Education, Dartmouth-Hitchcock, Hanover, NH, United States, Wilson Centre, University Health Network, Toronto, ON, Canada; Kitto S., Department of Surgery, Faculty of Medicine, University of Toronto, Toronto, Canada","The Society for Academic Continuing Medical Education commissioned a study to clarify and, if possible, standardize the terminology for a set of important educational interventions. In the form of a guideline, this article describes one such intervention, practice facilitation, which is a common strategy in primary care to help practices develop capacity and infrastructure to support their ability to improve patient care. Based on a review of recent evidence and a facilitated discussion with US and Canadian experts, we describe practice facilitation, its terminology, and other important information about the intervention. We encourage leaders and researchers to consider and build on this guideline as they plan, implement, evaluate, and report practice facilitation efforts. Clear and consistent use of terminology is imperative, along with complete and accurate descriptions of interventions, to improve the use and study of practice facilitation. Copyright © 2015 The Alliance for Continuing Education in the Health Professions, the Association for Hospital Medical Education, and the Society for Academic Continuing Medical Education","Article","Final","","Scopus","2-s2.0-85020354882"
"Van Hoof T.J.; Grant R.E.; Sajdlowska J.; Bell M.; Campbell C.; Colburn L.; Davis D.; Dorman T.; Fischer M.; Horsley T.; Jacobs-Halsey V.; Kane G.; LeBlanc C.; Lockyer J.; Moore D.E., Jr; Morrow R.; Olson C.A.; Reeves S.; Sargeant J.; Silver I.; Thomas D.C.; Turco M.; Kitto S.","Van Hoof, Thomas J. (6601946372); Grant, Rachel E. (55822652200); Sajdlowska, Joanna (56695126200); Bell, Mary (7401466922); Campbell, Craig (59094454000); Colburn, Lois (8552757700); Davis, David (57203596254); Dorman, Todd (26643273100); Fischer, Michael (55740717000); Horsley, Tanya (15131600600); Jacobs-Halsey, Virginia (57194486239); Kane, Gabrielle (8520626300); LeBlanc, Constance (57209460372); Lockyer, Jocelyn (35553893800); Moore, Donald E. (24071360500); Morrow, Robert (7102423774); Olson, Curtis A. (7202811939); Reeves, Scott (57203253181); Sargeant, Joan (9636866400); Silver, Ivan (7005595083); Thomas, David C. (55727329200); Turco, Mary (55539095300); Kitto, Simon (56435895500)","6601946372; 55822652200; 56695126200; 7401466922; 59094454000; 8552757700; 57203596254; 26643273100; 55740717000; 15131600600; 57194486239; 8520626300; 57209460372; 35553893800; 24071360500; 7102423774; 7202811939; 57203253181; 9636866400; 7005595083; 55727329200; 55539095300; 56435895500","Society for Academic Continuing Medical Education Intervention Guideline Series: Guideline 4, Interprofessional Education","2015","Journal of Continuing Education in the Health Professions","35","","","S65","S69","4","3","10.1097/CEH.0000000000000015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020357996&doi=10.1097%2fCEH.0000000000000015&partnerID=40&md5=c190abf7090bff7e2680475d88399ed9","University of Connecticut School of Nursing, Storrs, United States; Department of Community Medicine and Health Care, University of Connecticut School of Medicine, Farmington, United States; Continuing Professional Development, Faculty of Medicine, University of Toronto, Toronto, Canada; Sunnybrook Research Institute, University of Toronto, Toronto, Canada; Faculty of Medicine, Department of Medicine, University of Toronto, Toronto, Canada; Continuing Professional Development, Royal College of Physicians and Surgeons of Canada, Ottawa, Canada; Center for Continuing Education, University of Nebraska Medical Center, Omaha, United States; Continuing Education and Performance Improvement, Association of American Medical Colleges, Washington, DC, United States; Johns Hopkins University School of Medicine, Baltimore, MD, United States; National Resource Center for Academic Detailing, Division of Pharmacoepidemiology and Pharmacoeconomics, Brigham, United States; Women’s Hospital, Boston, United States; Harvard Medical School, Boston, United States; Research Unit, Royal College of Physicians and Surgeons of Canada, Ottawa, Canada; Adjunct Faculty, Department of Epidemiology and Community Medicine, Faculty of Medicine, University of Ottawa, Ottawa, Canada; Office of Continuing Professional Development, Medical School, University of Minnesota Medical School, Minneapolis, United States; Department of Biomedical Informatics and Medical Education, University of Washington, Seattle, United States; Department of Radiation Oncology, University of Washington, Seattle, United States; Continuing Professional Development, Dalhousie University, Halifax, Canada; Department of Community Health Sciences, University of Calgary, Calgary, Canada; Education, University of Calgary, Calgary, Canada; Vanderbilt University School of Medicine, Nashville, United States; Department of Family and Social Medicine, Albert Einstein College of Medicine, Bronx, United States; Interventional CME, Center for CME, Albert Einstein College of Medicine, Bronx, United States; Department of Medicine, Geisel School of Medicine at Dartmouth, Hanover, NH, United States; Centre for Health and Social Care Research, Faculty of Health, Social Care & Education, Kingston University and St. George’s, University of London, London, United Kingdom; Division of Medical Education, Dalhousie University, Halifax, Canada; Department of Psychiatry, Vice-President Education, Centre for Addiction and Mental Health, Faculty of Medicine, University of Toronto, Toronto, Canada; Icahn School of Medicine at Mount Sinai, New York City, United States; Geisel School of Medicine at Dartmouth, Dartmouth-Hitchcock, Hanover, United States; Center for Continuing Education in the Health Sciences, Continuing Medical Education, Dartmouth-Hitchcock, Hanover, United States; Department of Surgery, Faculty of Medicine, University of Toronto, Toronto, Canada; Wilson Centre, University Health Network, Toronto, Canada","Van Hoof T.J., University of Connecticut School of Nursing, Storrs, United States, Department of Community Medicine and Health Care, University of Connecticut School of Medicine, Farmington, United States; Grant R.E., Continuing Professional Development, Faculty of Medicine, University of Toronto, Toronto, Canada; Sajdlowska J.; Bell M., Sunnybrook Research Institute, University of Toronto, Toronto, Canada, Faculty of Medicine, Department of Medicine, University of Toronto, Toronto, Canada; Campbell C., Sunnybrook Research Institute, University of Toronto, Toronto, Canada, Continuing Professional Development, Royal College of Physicians and Surgeons of Canada, Ottawa, Canada; Colburn L., Center for Continuing Education, University of Nebraska Medical Center, Omaha, United States; Davis D., Continuing Education and Performance Improvement, Association of American Medical Colleges, Washington, DC, United States; Dorman T., Johns Hopkins University School of Medicine, Baltimore, MD, United States; Fischer M., National Resource Center for Academic Detailing, Division of Pharmacoepidemiology and Pharmacoeconomics, Brigham, United States, Women’s Hospital, Boston, United States, Harvard Medical School, Boston, United States; Horsley T., Research Unit, Royal College of Physicians and Surgeons of Canada, Ottawa, Canada, Adjunct Faculty, Department of Epidemiology and Community Medicine, Faculty of Medicine, University of Ottawa, Ottawa, Canada; Jacobs-Halsey V., Office of Continuing Professional Development, Medical School, University of Minnesota Medical School, Minneapolis, United States; Kane G., Department of Biomedical Informatics and Medical Education, University of Washington, Seattle, United States, Department of Radiation Oncology, University of Washington, Seattle, United States; LeBlanc C., Continuing Professional Development, Dalhousie University, Halifax, Canada; Lockyer J., Department of Community Health Sciences, University of Calgary, Calgary, Canada, Education, University of Calgary, Calgary, Canada; Moore D.E., Jr, Vanderbilt University School of Medicine, Nashville, United States; Morrow R., Department of Family and Social Medicine, Albert Einstein College of Medicine, Bronx, United States, Interventional CME, Center for CME, Albert Einstein College of Medicine, Bronx, United States; Olson C.A., Department of Medicine, Geisel School of Medicine at Dartmouth, Hanover, NH, United States; Reeves S., Centre for Health and Social Care Research, Faculty of Health, Social Care & Education, Kingston University and St. George’s, University of London, London, United Kingdom; Sargeant J., Division of Medical Education, Dalhousie University, Halifax, Canada; Silver I., Department of Psychiatry, Vice-President Education, Centre for Addiction and Mental Health, Faculty of Medicine, University of Toronto, Toronto, Canada; Thomas D.C., Icahn School of Medicine at Mount Sinai, New York City, United States; Turco M., Geisel School of Medicine at Dartmouth, Dartmouth-Hitchcock, Hanover, United States, Center for Continuing Education in the Health Sciences, Continuing Medical Education, Dartmouth-Hitchcock, Hanover, United States; Kitto S., Department of Surgery, Faculty of Medicine, University of Toronto, Toronto, Canada, Wilson Centre, University Health Network, Toronto, Canada","The Society for Academic Continuing Medical Education commissioned a study to clarify and, if possible, to standardize the terminology for a set of important educational interventions. In the form of a guideline, this article describes one such intervention, interprofessional education (IPE), which is a common intervention in health professions education. IPE is an opportunity for individuals of multiple professions to interact to learn together, to break down professional silos, and to achieve interprofessional learning outcomes in the service of high-value patient care. Based on a review of recent evidence and a facilitated discussion with US and Canadian experts, we describe IPE, its terminology, and other important information about the intervention. We encourage leaders and researchers to consider and to build on this guideline as they plan, implement, evaluate, and report IPE efforts. Clear and consistent use of terminology is imperative, along with complete and accurate descriptions of interventions, to improve the use and study of IPE. © 2015 The Alliance for Continuing Education in the Health Professions, the Association for Hospital Medical Education, and the Society for Academic Continuing Medical Education","Review","Final","","Scopus","2-s2.0-85020357996"
"Scanlan J.N.; Lannin N.A.; Hoffmann T.","Scanlan, Justin Newton (57221420186); Lannin, Natasha A. (6602527646); Hoffmann, Tammy (7102357062)","57221420186; 6602527646; 7102357062","Can Rasch Analysis Enhance the Abstract Ranking Process in Scientific Conferences? Issues of Interrater Variability and Abstract Rating Burden","2015","Journal of Continuing Education in the Health Professions","35","1","","18","26","8","6","10.1002/chp.21263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924970879&doi=10.1002%2fchp.21263&partnerID=40&md5=591473ec4159d7fa78516445c0256a7f","Faculty of Health Sciences, University of Sydney, Australia; Occupational Therapy, Mental Health Services, Sydney Local Health District, Australia; Department of Occupational Therapy, Faculty of Health Sciences, La Trobe University, Australia; Clinical Epidemiology, Centre for Research in Evidence-Based Practice, Faculty of Health Sciences and Medicine, Bond University, Australia; Division of Occupational Therapy, University of Queensland, School of Health and Rehabilitation Sciences, Australia","Scanlan J.N., Faculty of Health Sciences, University of Sydney, Australia, Occupational Therapy, Mental Health Services, Sydney Local Health District, Australia; Lannin N.A., Department of Occupational Therapy, Faculty of Health Sciences, La Trobe University, Australia; Hoffmann T., Clinical Epidemiology, Centre for Research in Evidence-Based Practice, Faculty of Health Sciences and Medicine, Bond University, Australia, Division of Occupational Therapy, University of Queensland, School of Health and Rehabilitation Sciences, Australia","Introduction: Abstract ranking processes for scientific conferences are essential but controversial. This study examined the validity of a structured abstract rating instrument, evaluated interrater variability, and modeled the impact of interrater variability on abstract ranking decisions. Additionally, we examined whether a more efficient rating process (abstracts rated by two rather than three raters) supported valid abstract rankings. Methods: Data were 4016 sets of abstract ratings from the 2011 and 2013 national scientific conferences for a health discipline. Many-faceted Rasch analysis procedures were used to examine validity of the abstract rating instrument and to identify and adjust for the presence of interrater variability. The two-rater simulation was created by the deletion of one set of ratings for each abstract in the 2013 data set. Results: The abstract rating instrument demonstrated sound measurement properties. Although each rater applied the rating criteria consistently (intrarater reliability), there was significant variability between raters. Adjusting for interrater variability changed the final presentation format for approximately 10-20% of abstracts. The two-rater simulation demonstrated that abstract rankings derived through this process were valid, although the impact of interrater variability was more substantial. Discussion: Interrater variability exerts a small but important influence on overall abstract acceptance outcome. The use of many-faceted Rasch analysis allows for this variability to be adjusted for. Additionally, Rasch processes allow for more efficient abstract ranking by reducing the need for multiple raters. © 2015 The Alliance for Continuing Education in the Health Professions, the Society for Academic Continuing Medical Education, and the Council on Continuing Medical Education, Association for Hospital Medical Education.","Article","Final","","Scopus","2-s2.0-84924970879"
"Knox A.B.","Knox, Alan B. (19735295300)","19735295300","Reflections on Terminology in the Continuing Education of Health Professionals","2015","Journal of Continuing Education in the Health Professions","35","","","S43","S44","1","1","10.1097/CEH.0000000000000017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020327029&doi=10.1097%2fCEH.0000000000000017&partnerID=40&md5=fdf994105b4b808609f6d565d1845f48","University of WI-Madison, School of Education, 249 Education Building Bascom Hall, Madison, 53706, WI, United States","Knox A.B., University of WI-Madison, School of Education, 249 Education Building Bascom Hall, Madison, 53706, WI, United States","[No abstract available]","Editorial","Final","","Scopus","2-s2.0-85020327029"
"Dong C.; Cheema M.; Samarasekera D.; Rajaratnam V.","Dong, Chaoyan (56518870900); Cheema, Mubashir (25224888300); Samarasekera, Dujeepa (6506358769); Rajaratnam, Vaikunthan (15758253700)","56518870900; 25224888300; 6506358769; 15758253700","Using LinkedIn for Continuing Community of Practice Among Hand Surgeons Worldwide","2015","Journal of Continuing Education in the Health Professions","35","3","","185","191","6","29","10.1002/chp.21300","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942039490&doi=10.1002%2fchp.21300&partnerID=40&md5=60c16eecd1c0755a0ee89a7c26605989","National University of Singapore, Singapore; University Hospital Birmingham, United Kingdom; Khoo Tech Puat Hospital Alexandra Health, Singapore","Dong C., National University of Singapore, Singapore; Cheema M., University Hospital Birmingham, United Kingdom; Samarasekera D., National University of Singapore, Singapore; Rajaratnam V., Khoo Tech Puat Hospital Alexandra Health, Singapore","Background: Hand surgeons need continuing professional development due to rapid advancement in the field. Traditional approaches have proven to be challenging due to the nature of surgical practice and other demands. Social media sites have shown the potential to build an online community of practice. Methods: One of the authors (VR) started Hand Surgery International on LinkedIn in February 2011. Results: The number of members increased from 38 in the beginning to 4106 members by August 13, 2015, with members from all over the world. Half of them are from plastic surgery, with 16.8% hand and 17.8% orthopedic surgery; 63.8% of them are consultants. There were 151 discussion topics, which generated 1238 comments at an average of 8.2 comments per discussion thread. The topics focused on management of difficult patients, seeking consensus, and searching information. The features participants found most useful included case-based discussion, polls/surveys, and network opportunity. Members perceived the LinkedIn community as user-friendly and easy to use. It does not require significant technical knowledge. For the question ""How would you rate the overall ease of using this platform?"" 42% answered ""strongly agree"" and 37% ""agree"". Conclusion: The LinkedIn group serves as an effective means for continuing professional development for hand surgeons. © 2015 The Alliance for Continuing Education in the Health Professions, the Society for Academic Continuing Medical Education, and the Council on CME, Association for Hospital Medical Education.","Article","Final","","Scopus","2-s2.0-84942039490"
"Armson H.; Elmslie T.; Roder S.; Wakefield J.","Armson, Heather (8640825700); Elmslie, Tom (6602466952); Roder, Stefanie (36800169800); Wakefield, Jacqueline (7102220889)","8640825700; 6602466952; 36800169800; 7102220889","Encouraging Reflection and Change in Clinical Practice: Evolution of a Tool","2015","Journal of Continuing Education in the Health Professions","35","3","","220","231","11","16","10.1002/chp.21299","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84942022695&doi=10.1002%2fchp.21299&partnerID=40&md5=6a42197e13f767c612ddc048aed42903","Department of Family Medicine, University of Calgary, Canada; The Foundation for Medical Practice Education, McMaster University, Canada; Departments of Family Medicine and Community Medicine and Epidemiology, University of Ottawa, Canada; Department of Family Medicine, McMaster University, Canada; Module Development, The Foundation for Medical Practice Education, Canada","Armson H., Department of Family Medicine, University of Calgary, Canada, The Foundation for Medical Practice Education, McMaster University, Canada; Elmslie T., The Foundation for Medical Practice Education, McMaster University, Canada, Departments of Family Medicine and Community Medicine and Epidemiology, University of Ottawa, Canada; Roder S., The Foundation for Medical Practice Education, McMaster University, Canada; Wakefield J., Department of Family Medicine, McMaster University, Canada, Module Development, The Foundation for Medical Practice Education, Canada","This article describes the systematic development and gradual transformation of a tool to guide participants in a continuing medical education program to reflect on their current practices and to make commitments to change. The continuous improvement of this tool was influenced by evolving needs of the program, reviews of relevant educational literature, feedback from periodic program surveys, interviews with group facilitators, and results from educational research studies. As an integral component of the educational process used in the Practice Based Small Group Learning Program, the current tool is designed to help family physicians think about what has been learned during each educational session and examine issues related to the implementation of evidence-based changes into their clinical practice. Lessons learned will be highlighted. Both the developmental processes employed and the practice reflection tool itself have applicability to other educational environments that focus on continuing professional development. © 2015 The Alliance for Continuing Education in the Health Professions, the Society for Academic Continuing Medical Education, and the Council on CME, Association for Hospital Medical Education.","Article","Final","","Scopus","2-s2.0-84942022695"
"Grzeskowiak L.E.; Thomas A.E.; To J.; Phillips A.J.; Reeve E.","Grzeskowiak, Luke E. (24168596600); Thomas, Alicia E. (55586537800); To, Josephine (55962629800); Phillips, Adam J. (24491041900); Reeve, Emily (55372109200)","24168596600; 55586537800; 55962629800; 24491041900; 55372109200","Enhancing education activities for health care trainees and professionals using audience response systems: A systematic review","2015","Journal of Continuing Education in the Health Professions","35","4","","261","269","8","23","10.1097/01.CEH.0000473130.55806.87","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84976346949&doi=10.1097%2f01.CEH.0000473130.55806.87&partnerID=40&md5=2ba04638de7443bd94128280cbf584e4","Postdoctoral Research Fellow, The Robinson Research Institute, The University of Adelaide, Adelaide, Australia; Pharmacist, SA Pharmacy, Flinders Medical Centre, Bedford Park, SA, Australia; Pharmacist, SA Pharmacy, Repatriation General Hospital, Adelaide, Australia; School of Pharmacy and Medical Sciences, University of South Australia, Adelaide, Australia; Pharmacist, Good Health Choices, Chemplus Pty Ltd, Adelaide, Australia; Department of Clinical Pharmacology, Royal Adelaide Hospital, Adelaide, Australia","Grzeskowiak L.E., Postdoctoral Research Fellow, The Robinson Research Institute, The University of Adelaide, Adelaide, Australia, Pharmacist, SA Pharmacy, Flinders Medical Centre, Bedford Park, SA, Australia; Thomas A.E., Pharmacist, SA Pharmacy, Repatriation General Hospital, Adelaide, Australia; To J., School of Pharmacy and Medical Sciences, University of South Australia, Adelaide, Australia; Phillips A.J., Pharmacist, Good Health Choices, Chemplus Pty Ltd, Adelaide, Australia; Reeve E., School of Pharmacy and Medical Sciences, University of South Australia, Adelaide, Australia, Department of Clinical Pharmacology, Royal Adelaide Hospital, Adelaide, Australia","Introduction: This review examines the effect of incorporating clickers within practice-based education sessions on educational outcomes of health care trainees and professionals. Methods: A systematic literature review was conducted on primary research studies published up until August 2014. Studies were identified by database searching (Ovid MEDLINE, EMBASE, CINAHL, Scopus, Web of Science, and PsychInfo), citation searching, and reference list checking. Studies were restricted to those evaluating the use of clickers as part of the provision of postgraduate education or continuing education programs and were evaluated according to Kirkpatrick’s four levels of training evaluation (reaction, learning, behavior, and results). Results: Seventeen studies met the eligibility criteria. Twelve studies assessed learner and/or speaker reactions, with feedback overwhelmingly positive in all studies. Reported learner benefits included increased attentiveness, engagement, and enjoyment of presentations. Speakers reported that using clickers engaged the audience and assisted in assessing audience comprehension. Eight studies assessed learning outcomes. Higher level evidence obtained from four randomized studies demonstrated significant improvements in knowledge with the use of clickers compared with traditional didactic presentations, but no differences when clickers were compared with an interactive lecture with integrated questions. No studies adequately assessed higher level educational outcomes (behavior and results). Conclusion: Although the use of clickers improves learning environment and learner satisfaction, the limited high-quality data for improvements in learning and behavior outcomes make it uncertain whether the acceptance and implementation of clickers within routine practice-based education programs are warranted at this stage. © 2015 The Alliance for Continuing Education in the Health Professions.","Review","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84976346949"
